checkout_id,member_id,book_id,checkout_date,return_date,first_name,last_name,grade,neighborhood,membership_status,join_date,title,author,genre,pages,publication_year,publisher,Member ID,Book ID,Checkout Date
9027.0,1018.0,519.0,2024-11-04 00:00:00,not returned,Ahmed,Shafik,9.0,Maadi,Active,2023-01-28,Kites Over Cairo,Jasmine Wahdan,Friendship,157.0,2014.0,Nile Press,unknown,unknown,unknown
9194.0,1024.0,513.0,2024-09-17 00:00:00,2024-10-09 00:00:00,Youssef,Hegazy,8.0,Nasr City,Inactive,2024-01-04,Circuits for Beginners,Galal Mounir,Science,294.0,2021.0,Oasis Books,unknown,unknown,unknown
9120.0,1034.0,526.0,2025-06-06 00:00:00,2025-06-26 00:00:00,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,The Clockwork Orchard,Mahmoud Rafei,Science Fiction,125.0,2016.0,Delta House,unknown,unknown,unknown
9182.0,1037.0,525.0,2024-05-19 00:00:00,2024-06-03 00:00:00,Retaj,Kamel,Unknown,Nasr City,Inactive,2023-08-26,Storms and Sailboats,Mahmoud Rafei,Adventure,297.0,2015.0,Oasis Books,unknown,unknown,unknown
9241.0,1059.0,519.0,2025-01-04 00:00:00,2025-01-11 00:00:00,Lina,Halim,7.0,Heliopolis,Active,2024-01-06,Kites Over Cairo,Jasmine Wahdan,Friendship,157.0,2014.0,Nile Press,unknown,unknown,unknown
9172.0,1030.0,513.0,2025-05-04 00:00:00,2025-05-26 00:00:00,Reem,Osman,Unknown,Nasr City,Active,2025-04-01,Circuits for Beginners,Galal Mounir,Science,294.0,2021.0,Oasis Books,unknown,unknown,unknown
9193.0,1034.0,519.0,2024-09-15 00:00:00,2024-10-01 00:00:00,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,Kites Over Cairo,Jasmine Wahdan,Friendship,157.0,2014.0,Nile Press,unknown,unknown,unknown
9100.0,1010.0,513.0,2025-08-27 00:00:00,2025-09-22 00:00:00,Nour,Nabil,6.0,Maadi,Active,2024-05-15,Circuits for Beginners,Galal Mounir,Science,294.0,2021.0,Oasis Books,unknown,unknown,unknown
9227.0,1059.0,513.0,2024-11-02 00:00:00,2024-11-20 00:00:00,Lina,Halim,7.0,Heliopolis,Active,2024-01-06,Circuits for Beginners,Galal Mounir,Science,294.0,2021.0,Oasis Books,unknown,unknown,unknown
9110.0,1030.0,506.0,2024-05-14 00:00:00,2024-05-30 00:00:00,Reem,Osman,Unknown,Nasr City,Active,2025-04-01,The Paper Boat Club,Aya Hafez,Friendship,183.0,0.0,Nile Press,unknown,unknown,unknown
9021.0,1008.0,501.0,2025-05-22 00:00:00,2025-05-29 00:00:00,Ziad,Saleh,8.0,Maadi,Active,2025-10-28,The Silver Kite,Amina Darwish,Adventure,128.0,2017.0,Nile Press,unknown,unknown,unknown
9007.0,1008.0,507.0,2025-03-15 00:00:00,2025-03-31 00:00:00,Ziad,Saleh,8.0,Maadi,Active,2025-10-28,Fossils and Fireflies,Dalia Serry,Science,160.0,2024.0,Nile Press,unknown,unknown,unknown
9365.0,1075.0,501.0,2024-01-17 00:00:00,2024-02-01 00:00:00,Malak,Fahmy,7.0,Shubra,Active,2024-10-28,The Silver Kite,Amina Darwish,Adventure,128.0,2017.0,Nile Press,unknown,unknown,unknown
9142.0,1027.0,516.0,2024-09-21 00:00:00,2024-10-14 00:00:00,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,The Beekeeper's Almanac,Hoda Bakry,Nature,241.0,2010.0,Nile Press,unknown,unknown,unknown
9073.0,1008.0,513.0,2025-02-13 00:00:00,not returned,Ziad,Saleh,8.0,Maadi,Active,2025-10-28,Circuits for Beginners,Galal Mounir,Science,294.0,2021.0,Oasis Books,unknown,unknown,unknown
9024.0,1010.0,507.0,2025-01-27 00:00:00,2025-02-09 00:00:00,Nour,Nabil,6.0,Maadi,Active,2024-05-15,Fossils and Fireflies,Dalia Serry,Science,160.0,2024.0,Nile Press,unknown,unknown,unknown
9067.0,1008.0,507.0,2024-01-05 00:00:00,2024-01-29 00:00:00,Ziad,Saleh,8.0,Maadi,Active,2025-10-28,Fossils and Fireflies,Dalia Serry,Science,160.0,2024.0,Nile Press,unknown,unknown,unknown
9324.0,1061.0,529.0,2025-03-12 00:00:00,2025-04-10 00:00:00,Ziad,Fahmy,9.0,Zamalek,Inactive,2023-04-27,Riddles of the Red Sea,Sara Tantawy,Mystery,298.0,0.0,Cairo Young Readers,unknown,unknown,unknown
9250.0,1044.0,507.0,2025-08-05 00:00:00,2025-08-23 00:00:00,Sherif,Saleh,7.0,Heliopolis,Active,2024-02-19,Fossils and Fireflies,Dalia Serry,Science,160.0,2024.0,Nile Press,unknown,unknown,unknown
9090.0,1016.0,507.0,2025-02-18 00:00:00,2025-03-04 00:00:00,Dina,Rashad,8.0,Maadi,Active,2023-04-24,Fossils and Fireflies,Dalia Serry,Science,160.0,2024.0,Nile Press,unknown,unknown,unknown
9198.0,1027.0,524.0,2024-10-03 00:00:00,2024-10-19 00:00:00,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,The Weaver's Daughter,Laila Shokry,Historical,114.0,2016.0,Cairo Young Readers,unknown,unknown,unknown
9046.0,1022.0,513.0,2024-02-22 00:00:00,not returned,Youssef,Fouad,7.0,Maadi,Active,2025-02-28,Circuits for Beginners,Galal Mounir,Science,294.0,2021.0,Oasis Books,unknown,unknown,unknown
9115.0,1034.0,502.0,2025-12-16 00:00:00,2026-01-15 00:00:00,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,Desert Compass,Amina Darwish,Adventure,109.0,2018.0,Delta House,unknown,unknown,unknown
9310.0,1067.0,511.0,2024-02-04 00:00:00,2024-02-12 00:00:00,Aya,Ibrahim,7.0,Zamalek,Inactive,2024-07-03,Winter in Alexandria,Farida Anwar,Historical,117.0,2016.0,Nile Press,unknown,unknown,unknown
9357.0,1077.0,516.0,2024-07-26 00:00:00,2024-08-15 00:00:00,Lina,Rashad,6.0,Shubra,Active,2023-07-08,The Beekeeper's Almanac,Hoda Bakry,Nature,241.0,2010.0,Nile Press,unknown,unknown,unknown
9286.0,1072.0,507.0,2024-08-09 00:00:00,2024-08-16 00:00:00,Seif,Zaki,9.0,Zamalek,Active,2025-10-21,Fossils and Fireflies,Dalia Serry,Science,160.0,2024.0,Nile Press,unknown,unknown,unknown
9354.0,1079.0,502.0,2024-03-09 00:00:00,2024-03-18 00:00:00,Rana,Osman,8.0,Shubra,Active,2024-10-27,Desert Compass,Amina Darwish,Adventure,109.0,2018.0,Delta House,unknown,unknown,unknown
9290.0,1065.0,519.0,2025-10-09 00:00:00,not returned,Adam,Fahmy,6.0,Zamalek,Active,2025-07-12,Kites Over Cairo,Jasmine Wahdan,Friendship,157.0,2014.0,Nile Press,unknown,unknown,unknown
9257.0,1047.0,501.0,2024-10-18 00:00:00,2024-11-16 00:00:00,Sara,Rashad,Unknown,Heliopolis,Inactive,2024-06-25,The Silver Kite,Amina Darwish,Adventure,128.0,2017.0,Nile Press,unknown,unknown,unknown
9261.0,1047.0,509.0,2025-09-02 00:00:00,2025-09-18 00:00:00,Sara,Rashad,Unknown,Heliopolis,Inactive,2024-06-25,Marbles and Mirrors,Diaa Sultan,Mystery,221.0,2011.0,Nile Press,unknown,unknown,unknown
9119.0,1024.0,518.0,2025-02-26 00:00:00,2025-03-15 00:00:00,Youssef,Hegazy,8.0,Nasr City,Inactive,2024-01-04,The Ninth Lighthouse,Hani Nagati,Adventure,163.0,2011.0,Delta House,unknown,unknown,unknown
9313.0,1068.0,507.0,2024-12-13 00:00:00,2024-12-19 00:00:00,Layla,Hegazy,8.0,Zamalek,Inactive,2025-02-24,Fossils and Fireflies,Dalia Serry,Science,160.0,2024.0,Nile Press,unknown,unknown,unknown
9213.0,1050.0,501.0,2024-05-07 00:00:00,2024-05-14 00:00:00,Fares,Adel,6.0,Heliopolis,Inactive,2025-09-10,The Silver Kite,Amina Darwish,Adventure,128.0,2017.0,Nile Press,unknown,unknown,unknown
9051.0,1003.0,513.0,2025-07-22 00:00:00,2025-08-18 00:00:00,Bassel,Hegazy,6.0,Maadi,Active,2025-04-23,Circuits for Beginners,Galal Mounir,Science,294.0,2021.0,Oasis Books,unknown,unknown,unknown
9093.0,1008.0,507.0,2025-03-22 00:00:00,2025-04-19 00:00:00,Ziad,Saleh,8.0,Maadi,Active,2025-10-28,Fossils and Fireflies,Dalia Serry,Science,160.0,2024.0,Nile Press,unknown,unknown,unknown
9274.0,1054.0,522.0,2024-09-06 00:00:00,2024-09-17 00:00:00,Retaj,Fahmy,6.0,Heliopolis,Inactive,2024-03-21,The Puzzle Merchant,Karim Elwy,Mystery,104.0,2016.0,Cairo Young Readers,unknown,unknown,unknown
9292.0,1074.0,525.0,2024-12-28 00:00:00,2025-01-06 00:00:00,Mostafa,Saleh,8.0,Zamalek,Active,2025-11-21,Storms and Sailboats,Mahmoud Rafei,Adventure,297.0,2015.0,Oasis Books,unknown,unknown,unknown
9009.0,1022.0,506.0,2025-04-28 00:00:00,2025-05-04 00:00:00,Youssef,Fouad,7.0,Maadi,Active,2025-02-28,The Paper Boat Club,Aya Hafez,Friendship,183.0,0.0,Nile Press,unknown,unknown,unknown
9064.0,1008.0,502.0,2025-06-12 00:00:00,2025-06-21 00:00:00,Ziad,Saleh,8.0,Maadi,Active,2025-10-28,Desert Compass,Amina Darwish,Adventure,109.0,2018.0,Delta House,unknown,unknown,unknown
9169.0,1030.0,513.0,2025-11-25 00:00:00,not returned,Reem,Osman,Unknown,Nasr City,Active,2025-04-01,Circuits for Beginners,Galal Mounir,Science,294.0,2021.0,Oasis Books,unknown,unknown,unknown
9358.0,1077.0,513.0,2025-07-09 00:00:00,2025-07-24 00:00:00,Lina,Rashad,6.0,Shubra,Active,2023-07-08,Circuits for Beginners,Galal Mounir,Science,294.0,2021.0,Oasis Books,unknown,unknown,unknown
9297.0,1065.0,501.0,2025-04-14 00:00:00,not returned,Adam,Fahmy,6.0,Zamalek,Active,2025-07-12,The Silver Kite,Amina Darwish,Adventure,128.0,2017.0,Nile Press,unknown,unknown,unknown
9214.0,1058.0,525.0,2024-09-24 00:00:00,not returned,Lina,Mansour,8.0,Heliopolis,Active,2025-07-20,Storms and Sailboats,Mahmoud Rafei,Adventure,297.0,2015.0,Oasis Books,unknown,unknown,unknown
9008.0,1010.0,520.0,2025-08-11 00:00:00,not returned,Nour,Nabil,6.0,Maadi,Active,2024-05-15,The Copper Telescope,Jasmine Wahdan,Science Fiction,136.0,2009.0,Oasis Books,unknown,unknown,unknown
9237.0,1057.0,513.0,2024-02-22 00:00:00,not returned,Ahmed,Fahmy,8.0,Heliopolis,Active,2024-01-12,Circuits for Beginners,Galal Mounir,Science,294.0,2021.0,Oasis Books,unknown,unknown,unknown
9303.0,1061.0,509.0,2025-12-23 00:00:00,2026-01-10 00:00:00,Ziad,Fahmy,9.0,Zamalek,Inactive,2023-04-27,Marbles and Mirrors,Diaa Sultan,Mystery,221.0,2011.0,Nile Press,unknown,unknown,unknown
9338.0,1072.0,501.0,2024-07-16 00:00:00,not returned,Seif,Zaki,9.0,Zamalek,Active,2025-10-21,The Silver Kite,Amina Darwish,Adventure,128.0,2017.0,Nile Press,unknown,unknown,unknown
9343.0,1075.0,529.0,2024-10-04 00:00:00,2024-10-14 00:00:00,Malak,Fahmy,7.0,Shubra,Active,2024-10-28,Riddles of the Red Sea,Sara Tantawy,Mystery,298.0,0.0,Cairo Young Readers,unknown,unknown,unknown
9130.0,1024.0,503.0,2025-09-04 00:00:00,2025-09-17 00:00:00,Youssef,Hegazy,8.0,Nasr City,Inactive,2024-01-04,The Lantern Maker,Adel Roushdy,Historical,259.0,0.0,Nile Press,unknown,unknown,unknown
9192.0,1027.0,519.0,2025-09-26 00:00:00,2025-10-07 00:00:00,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,Kites Over Cairo,Jasmine Wahdan,Friendship,157.0,2014.0,Nile Press,unknown,unknown,unknown
9017.0,1018.0,519.0,2024-08-06 00:00:00,2024-08-11 00:00:00,Ahmed,Shafik,9.0,Maadi,Active,2023-01-28,Kites Over Cairo,Jasmine Wahdan,Friendship,157.0,2014.0,Nile Press,unknown,unknown,unknown
9266.0,1053.0,519.0,2024-06-01 00:00:00,2024-06-15 00:00:00,Adam,Shafik,9.0,Heliopolis,Active,2024-01-03,Kites Over Cairo,Jasmine Wahdan,Friendship,157.0,2014.0,Nile Press,unknown,unknown,unknown
9132.0,1035.0,511.0,2025-02-26 00:00:00,2025-03-13 00:00:00,Karim,Fahmy,9.0,Nasr City,Inactive,2025-06-26,Winter in Alexandria,Farida Anwar,Historical,117.0,2016.0,Nile Press,unknown,unknown,unknown
9015.0,1010.0,507.0,2025-09-02 00:00:00,2025-09-14 00:00:00,Nour,Nabil,6.0,Maadi,Active,2024-05-15,Fossils and Fireflies,Dalia Serry,Science,160.0,2024.0,Nile Press,unknown,unknown,unknown
9362.0,1079.0,507.0,2024-03-08 00:00:00,2024-04-07 00:00:00,Rana,Osman,8.0,Shubra,Active,2024-10-27,Fossils and Fireflies,Dalia Serry,Science,160.0,2024.0,Nile Press,unknown,unknown,unknown
9262.0,1054.0,524.0,2024-02-25 00:00:00,2024-03-22 00:00:00,Retaj,Fahmy,6.0,Heliopolis,Inactive,2024-03-21,The Weaver's Daughter,Laila Shokry,Historical,114.0,2016.0,Cairo Young Readers,unknown,unknown,unknown
9336.0,1061.0,528.0,2024-04-18 00:00:00,2024-05-15 00:00:00,Ziad,Fahmy,9.0,Zamalek,Inactive,2023-04-27,The Glass Beehive,Mona Kholoussy,Nature,114.0,2010.0,Delta House,unknown,unknown,unknown
9105.0,1027.0,501.0,2025-03-05 00:00:00,2025-03-25 00:00:00,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,The Silver Kite,Amina Darwish,Adventure,128.0,2017.0,Nile Press,unknown,unknown,unknown
9055.0,1015.0,525.0,2025-08-08 00:00:00,2025-08-27 00:00:00,Hamza,Sabry,7.0,Maadi,Inactive,2025-08-13,Storms and Sailboats,Mahmoud Rafei,Adventure,297.0,2015.0,Oasis Books,unknown,unknown,unknown
9183.0,1027.0,532.0,2025-03-28 00:00:00,2025-04-10 00:00:00,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,The Last Bookmark,Samir Zohdy,Friendship,337.0,2017.0,Oasis Books,unknown,unknown,unknown
9049.0,1010.0,514.0,2025-09-08 00:00:00,not returned,Nour,Nabil,6.0,Maadi,Active,2024-05-15,The Robot in Row Nine,Galal Mounir,Science Fiction,328.0,2023.0,Cairo Young Readers,unknown,unknown,unknown
9307.0,1072.0,501.0,2025-06-10 00:00:00,2025-07-09 00:00:00,Seif,Zaki,9.0,Zamalek,Active,2025-10-21,The Silver Kite,Amina Darwish,Adventure,128.0,2017.0,Nile Press,unknown,unknown,unknown
9166.0,1032.0,519.0,2024-01-15 00:00:00,2024-01-24 00:00:00,Nada,Zaki,7.0,Nasr City,Active,2025-10-19,Kites Over Cairo,Jasmine Wahdan,Friendship,157.0,2014.0,Nile Press,unknown,unknown,unknown
9155.0,1028.0,525.0,2025-07-12 00:00:00,2025-07-18 00:00:00,Hassan,Adel,9.0,Nasr City,Active,2025-11-12,Storms and Sailboats,Mahmoud Rafei,Adventure,297.0,2015.0,Oasis Books,unknown,unknown,unknown
9240.0,1050.0,525.0,2025-07-25 00:00:00,2025-08-24 00:00:00,Fares,Adel,6.0,Heliopolis,Inactive,2025-09-10,Storms and Sailboats,Mahmoud Rafei,Adventure,297.0,2015.0,Oasis Books,unknown,unknown,unknown
9197.0,1030.0,501.0,2025-11-26 00:00:00,2025-12-01 00:00:00,Reem,Osman,Unknown,Nasr City,Active,2025-04-01,The Silver Kite,Amina Darwish,Adventure,128.0,2017.0,Nile Press,unknown,unknown,unknown
9375.0,1034.0,525.0,2025-10-27 00:00:00,2025-11-15 00:00:00,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,Storms and Sailboats,Mahmoud Rafei,Adventure,297.0,2015.0,Oasis Books,unknown,unknown,unknown
9114.0,1034.0,516.0,2025-03-02 00:00:00,2025-03-17 00:00:00,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,The Beekeeper's Almanac,Hoda Bakry,Nature,241.0,2010.0,Nile Press,unknown,unknown,unknown
9077.0,1008.0,514.0,2024-07-28 00:00:00,2024-08-12 00:00:00,Ziad,Saleh,8.0,Maadi,Active,2025-10-28,The Robot in Row Nine,Galal Mounir,Science Fiction,328.0,2023.0,Cairo Young Readers,unknown,unknown,unknown
9260.0,1044.0,518.0,2025-07-03 00:00:00,2025-07-27 00:00:00,Sherif,Saleh,7.0,Heliopolis,Active,2024-02-19,The Ninth Lighthouse,Hani Nagati,Adventure,163.0,2011.0,Delta House,unknown,unknown,unknown
9059.0,1016.0,518.0,2025-06-28 00:00:00,2025-07-27 00:00:00,Dina,Rashad,8.0,Maadi,Active,2023-04-24,The Ninth Lighthouse,Hani Nagati,Adventure,163.0,2011.0,Delta House,unknown,unknown,unknown
9332.0,1062.0,522.0,2024-07-03 00:00:00,not returned,Tarek,Adel,7.0,Zamalek,Active,2023-01-22,The Puzzle Merchant,Karim Elwy,Mystery,104.0,2016.0,Cairo Young Readers,unknown,unknown,unknown
9378.0,1018.0,501.0,2024-09-05 00:00:00,2024-09-21 00:00:00,Ahmed,Shafik,9.0,Maadi,Active,2023-01-28,The Silver Kite,Amina Darwish,Adventure,128.0,2017.0,Nile Press,unknown,unknown,unknown
9179.0,1027.0,517.0,2024-11-19 00:00:00,2024-12-17 00:00:00,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,Shadows on the Corniche,Hani Nagati,Mystery,338.0,2015.0,Delta House,unknown,unknown,unknown
9126.0,1034.0,529.0,2024-10-22 00:00:00,2024-10-28 00:00:00,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,Riddles of the Red Sea,Sara Tantawy,Mystery,298.0,0.0,Cairo Young Readers,unknown,unknown,unknown
9072.0,1007.0,513.0,2025-03-05 00:00:00,2025-04-01 00:00:00,Sherif,Fouad,6.0,Maadi,Active,2025-08-18,Circuits for Beginners,Galal Mounir,Science,294.0,2021.0,Oasis Books,unknown,unknown,unknown
9080.0,1008.0,501.0,2024-03-20 00:00:00,2024-04-18 00:00:00,Ziad,Saleh,8.0,Maadi,Active,2025-10-28,The Silver Kite,Amina Darwish,Adventure,128.0,2017.0,Nile Press,unknown,unknown,unknown
9298.0,1065.0,507.0,2025-06-18 00:00:00,2025-07-11 00:00:00,Adam,Fahmy,6.0,Zamalek,Active,2025-07-12,Fossils and Fireflies,Dalia Serry,Science,160.0,2024.0,Nile Press,unknown,unknown,unknown
9087.0,1020.0,511.0,2025-12-03 00:00:00,2025-12-13 00:00:00,Rana,Fouad,6.0,Maadi,Active,2025-12-04,Winter in Alexandria,Farida Anwar,Historical,117.0,2016.0,Nile Press,unknown,unknown,unknown
9006.0,1018.0,507.0,2025-06-26 00:00:00,2025-07-01 00:00:00,Ahmed,Shafik,9.0,Maadi,Active,2023-01-28,Fossils and Fireflies,Dalia Serry,Science,160.0,2024.0,Nile Press,unknown,unknown,unknown
9309.0,1068.0,511.0,2024-11-24 00:00:00,2024-12-12 00:00:00,Layla,Hegazy,8.0,Zamalek,Inactive,2025-02-24,Winter in Alexandria,Farida Anwar,Historical,117.0,2016.0,Nile Press,unknown,unknown,unknown
9069.0,1010.0,505.0,2024-06-14 00:00:00,2024-07-10 00:00:00,Nour,Nabil,6.0,Maadi,Active,2024-05-15,Letters to the Nile,Aya Hafez,Historical,216.0,2024.0,Oasis Books,unknown,unknown,unknown
9216.0,1050.0,519.0,2024-08-07 00:00:00,not returned,Fares,Adel,6.0,Heliopolis,Inactive,2025-09-10,Kites Over Cairo,Jasmine Wahdan,Friendship,157.0,2014.0,Nile Press,unknown,unknown,unknown
9191.0,1027.0,505.0,2024-08-05 00:00:00,2024-08-29 00:00:00,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,Letters to the Nile,Aya Hafez,Historical,216.0,2024.0,Oasis Books,unknown,unknown,unknown
9013.0,1002.0,501.0,2024-02-16 00:00:00,2024-02-29 00:00:00,Fares,Saleh,9.0,Maadi,Active,unknown,The Silver Kite,Amina Darwish,Adventure,128.0,2017.0,Nile Press,unknown,unknown,unknown
9061.0,1016.0,505.0,2025-04-28 00:00:00,2025-05-20 00:00:00,Dina,Rashad,8.0,Maadi,Active,2023-04-24,Letters to the Nile,Aya Hafez,Historical,216.0,2024.0,Oasis Books,unknown,unknown,unknown
9295.0,1061.0,513.0,2025-12-12 00:00:00,2026-01-01 00:00:00,Ziad,Fahmy,9.0,Zamalek,Inactive,2023-04-27,Circuits for Beginners,Galal Mounir,Science,294.0,2021.0,Oasis Books,unknown,unknown,unknown
9363.0,1079.0,507.0,2024-12-23 00:00:00,2025-01-15 00:00:00,Rana,Osman,8.0,Shubra,Active,2024-10-27,Fossils and Fireflies,Dalia Serry,Science,160.0,2024.0,Nile Press,unknown,unknown,unknown
9102.0,1010.0,502.0,2024-10-05 00:00:00,not returned,Nour,Nabil,6.0,Maadi,Active,2024-05-15,Desert Compass,Amina Darwish,Adventure,109.0,2018.0,Delta House,unknown,unknown,unknown
9287.0,1065.0,532.0,2024-04-26 00:00:00,2024-05-23 00:00:00,Adam,Fahmy,6.0,Zamalek,Active,2025-07-12,The Last Bookmark,Samir Zohdy,Friendship,337.0,2017.0,Oasis Books,unknown,unknown,unknown
9330.0,1072.0,513.0,2025-04-11 00:00:00,2025-05-09 00:00:00,Seif,Zaki,9.0,Zamalek,Active,2025-10-21,Circuits for Beginners,Galal Mounir,Science,294.0,2021.0,Oasis Books,unknown,unknown,unknown
9178.0,1024.0,518.0,2025-08-21 00:00:00,2025-09-04 00:00:00,Youssef,Hegazy,8.0,Nasr City,Inactive,2024-01-04,The Ninth Lighthouse,Hani Nagati,Adventure,163.0,2011.0,Delta House,unknown,unknown,unknown
9175.0,1027.0,513.0,2025-03-04 00:00:00,2025-03-27 00:00:00,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,Circuits for Beginners,Galal Mounir,Science,294.0,2021.0,Oasis Books,unknown,unknown,unknown
9267.0,1047.0,530.0,2024-12-05 00:00:00,2024-12-20 00:00:00,Sara,Rashad,Unknown,Heliopolis,Inactive,2024-06-25,The Sandstone Key,Sara Tantawy,Adventure,208.0,2012.0,Oasis Books,unknown,unknown,unknown
9159.0,1030.0,501.0,2024-12-11 00:00:00,not returned,Reem,Osman,Unknown,Nasr City,Active,2025-04-01,The Silver Kite,Amina Darwish,Adventure,128.0,2017.0,Nile Press,unknown,unknown,unknown
9037.0,1008.0,509.0,2024-01-02 00:00:00,2024-01-22 00:00:00,Ziad,Saleh,8.0,Maadi,Active,2025-10-28,Marbles and Mirrors,Diaa Sultan,Mystery,221.0,2011.0,Nile Press,unknown,unknown,unknown
9264.0,1059.0,507.0,2025-02-01 00:00:00,2025-02-13 00:00:00,Lina,Halim,7.0,Heliopolis,Active,2024-01-06,Fossils and Fireflies,Dalia Serry,Science,160.0,2024.0,Nile Press,unknown,unknown,unknown
9254.0,1059.0,501.0,2025-10-23 00:00:00,2025-11-07 00:00:00,Lina,Halim,7.0,Heliopolis,Active,2024-01-06,The Silver Kite,Amina Darwish,Adventure,128.0,2017.0,Nile Press,unknown,unknown,unknown
9259.0,1057.0,501.0,2025-11-16 00:00:00,2025-11-30 00:00:00,Ahmed,Fahmy,8.0,Heliopolis,Active,2024-01-12,The Silver Kite,Amina Darwish,Adventure,128.0,2017.0,Nile Press,unknown,unknown,unknown
9010.0,1009.0,513.0,2025-07-22 00:00:00,2025-08-16 00:00:00,Hassan,Saleh,6.0,Maadi,Active,2025-04-25,Circuits for Beginners,Galal Mounir,Science,294.0,2021.0,Oasis Books,unknown,unknown,unknown
9347.0,1075.0,519.0,2025-07-17 00:00:00,2025-07-31 00:00:00,Malak,Fahmy,7.0,Shubra,Active,2024-10-28,Kites Over Cairo,Jasmine Wahdan,Friendship,157.0,2014.0,Nile Press,unknown,unknown,unknown
9156.0,1032.0,503.0,2025-02-13 00:00:00,2025-03-14 00:00:00,Nada,Zaki,7.0,Nasr City,Active,2025-10-19,The Lantern Maker,Adel Roushdy,Historical,259.0,0.0,Nile Press,unknown,unknown,unknown
9147.0,1028.0,512.0,2025-10-05 00:00:00,2025-11-01 00:00:00,Hassan,Adel,9.0,Nasr City,Active,2025-11-12,The Cartographer's Cat,Farida Anwar,Adventure,238.0,2022.0,Delta House,unknown,unknown,unknown
9125.0,1039.0,501.0,2025-06-17 00:00:00,not returned,Nada,Riad,7.0,Nasr City,Active,unknown,The Silver Kite,Amina Darwish,Adventure,128.0,2017.0,Nile Press,unknown,unknown,unknown
9168.0,1030.0,513.0,2025-09-13 00:00:00,2025-09-23 00:00:00,Reem,Osman,Unknown,Nasr City,Active,2025-04-01,Circuits for Beginners,Galal Mounir,Science,294.0,2021.0,Oasis Books,unknown,unknown,unknown
9270.0,1057.0,517.0,2024-12-08 00:00:00,2024-12-30 00:00:00,Ahmed,Fahmy,8.0,Heliopolis,Active,2024-01-12,Shadows on the Corniche,Hani Nagati,Mystery,338.0,2015.0,Delta House,unknown,unknown,unknown
9068.0,1003.0,501.0,2025-11-14 00:00:00,2025-12-03 00:00:00,Bassel,Hegazy,6.0,Maadi,Active,2025-04-23,The Silver Kite,Amina Darwish,Adventure,128.0,2017.0,Nile Press,unknown,unknown,unknown
9327.0,1065.0,513.0,2025-03-09 00:00:00,2025-04-01 00:00:00,Adam,Fahmy,6.0,Zamalek,Active,2025-07-12,Circuits for Beginners,Galal Mounir,Science,294.0,2021.0,Oasis Books,unknown,unknown,unknown
9273.0,1047.0,510.0,2024-12-07 00:00:00,2025-01-05 00:00:00,Sara,Rashad,Unknown,Heliopolis,Inactive,2024-06-25,The Missing Metronome,Diaa Sultan,Mystery,134.0,2013.0,Cairo Young Readers,unknown,unknown,unknown
9301.0,1062.0,519.0,2024-11-10 00:00:00,2024-11-23 00:00:00,Tarek,Adel,7.0,Zamalek,Active,2023-01-22,Kites Over Cairo,Jasmine Wahdan,Friendship,157.0,2014.0,Nile Press,unknown,unknown,unknown
9074.0,1003.0,501.0,2024-06-19 00:00:00,2024-07-06 00:00:00,Bassel,Hegazy,6.0,Maadi,Active,2025-04-23,The Silver Kite,Amina Darwish,Adventure,128.0,2017.0,Nile Press,unknown,unknown,unknown
9368.0,1079.0,525.0,2025-02-12 00:00:00,2025-03-10 00:00:00,Rana,Osman,8.0,Shubra,Active,2024-10-27,Storms and Sailboats,Mahmoud Rafei,Adventure,297.0,2015.0,Oasis Books,unknown,unknown,unknown
9233.0,1059.0,512.0,2024-12-08 00:00:00,2024-12-15 00:00:00,Lina,Halim,7.0,Heliopolis,Active,2024-01-06,The Cartographer's Cat,Farida Anwar,Adventure,238.0,2022.0,Delta House,unknown,unknown,unknown
9200.0,1060.0,509.0,2024-12-08 00:00:00,not returned,Layla,Wahba,7.0,Heliopolis,Active,2024-03-26,Marbles and Mirrors,Diaa Sultan,Mystery,221.0,2011.0,Nile Press,unknown,unknown,unknown
9349.0,1077.0,501.0,2024-03-04 00:00:00,2024-04-02 00:00:00,Lina,Rashad,6.0,Shubra,Active,2023-07-08,The Silver Kite,Amina Darwish,Adventure,128.0,2017.0,Nile Press,unknown,unknown,unknown
9350.0,1080.0,501.0,2025-06-22 00:00:00,2025-07-17 00:00:00,Bassel,Wahba,9.0,Shubra,Active,2023-12-28,The Silver Kite,Amina Darwish,Adventure,128.0,2017.0,Nile Press,unknown,unknown,unknown
